USI,Cohort,eaf.max
PAVTXM,De novo AML,AMR
PAVFHT,De novo AML,EUR
PAXKIB,De novo AML,AMR
PAVSEJ,De novo AML,EUR
PAVHLI,De novo AML,EUR
PAVMGM,De novo AML,EUR
PAUYSN,De novo AML,EUR
PAXDWD,DS-AML,EUR
PAUPYX,De novo AML,EUR
PAXMLN,De novo AML,EUR
PAWPKR,De novo AML,EUR
PAWNLU,De novo AML,EUR
PAXKTZ,De novo AML,AMR
PAVEYP,De novo AML,EUR
PAXWWR,DS-AML,EUR
PAUSBP,De novo AML,EUR
PAWKIU,De novo AML,EUR
PAWSZL,De novo AML,EUR
PAWTPD,De novo AML,EUR
PAVYUD,De novo AML,AFR
PAVDYE,De novo AML,EUR
PAVZEC,De novo AML,EUR
PAWDVL,De novo AML,AMR
PAXAFN,De novo AML,EUR
PAUYKH,De novo AML,EUR
PAXMAD,De novo AML,AFR
PAXCUK,TAM,CSA
PAVRGN,De novo AML,AFR
PAYISG,De novo AML,EUR
PAXLMS,De novo AML,EAS
PAVZCR,De novo AML,EUR
PAXGDZ,De novo AML,EUR
PAUVCL,De novo AML,EUR
PAVCHU,De novo AML,AMR
PAUYRR,De novo AML,EUR
PAVJGS,DS-AML,EUR
PAVIZK,De novo AML,EAS
PAXBXU,De novo AML,EUR
PAXJPZ,De novo AML,EUR
PAWTTI,De novo AML,EUR
PAVBUX,De novo AML,AMR
PAWYNC,De novo AML,EUR
PAVPVK,De novo AML,EUR
PAVFPR,De novo AML,EUR
PAWGYG,De novo AML,EUR
PAXLXI,De novo AML,EUR
PAWHCT,De novo AML,EUR
PAVUGM,De novo AML,EUR
PAXIEP,De novo AML,EUR
PAUWYG,De novo AML,MID
PAVJDK,De novo AML,EUR
PAUVXU,De novo AML,EUR
PAYDAB,DS-AML,EUR
PAYNYV,DS-AML,EUR
PAUZMH,De novo AML,EUR
PAVMBH,De novo AML,AMR
PAUWCF,De novo AML,EUR
PAVKJV,De novo AML,EUR
PAXIDA,De novo AML,EUR
PAWGRP,De novo AML,AMR
PAWKMU,De novo AML,EUR
PAWIYJ,DS-AML,EUR
PAWGEM,De novo AML,AMR
PAVNYE,De novo AML,EUR
PAVCFR,De novo AML,EUR
PAVBIY,De novo AML,EUR
PAVBZY,De novo AML,EUR
PAUUSX,De novo AML,EUR
PAVMEH,De novo AML,EUR
PAWWFF,De novo AML,EUR
PAVLLR,De novo AML,EUR
PAWNHH,De novo AML,EUR
PAXBCW,De novo AML,EUR
PAXMCG,De novo AML,AMR
PAXDEL,De novo AML,EUR
PAWZIG,De novo AML,EUR
PAXYGD,De novo AML,EUR
PAYRRP,DS-AML,AFR
PAVVAB,De novo AML,EUR
PAXMKT,De novo AML,EUR
PAUNYL,De novo AML,EUR
PAVGNC,De novo AML,AMR
PAWEKU,De novo AML,EUR
PAXJIH,De novo AML,EUR
PAXETX,De novo AML,AFR
PAWAFE,De novo AML,AMR
PAVUHF,De novo AML,EUR
PAVGBH,De novo AML,EAS
PAYRCZ,DS-AML,EUR
PAWUAE,De novo AML,EUR
PAXYYM,DS-AML,EAS
PAWPVX,De novo AML,AMR
PAUURD,De novo AML,EUR
PAWIXW,De novo AML,EUR
PAXLDX,De novo AML,AMR
PAVBIH,De novo AML,AFR
PAVKXE,De novo AML,EUR
PAXMKU,De novo AML,EUR
PAWICA,De novo AML,EUR
PAUWYR,De novo AML,EUR
PAXJNP,De novo AML,EUR
PAVLKB,De novo AML,AMR
PAUMUZ,De novo AML,EUR
PAUZPA,De novo AML,EUR
PAVNXC,De novo AML,EUR
PATJSM,TAM,EUR
PAVRWU,De novo AML,EUR
PAUKTH,De novo AML,AMR
PAULDS,De novo AML,EUR
PAWVVJ,De novo AML,EAS
PAWHSM,De novo AML,EUR
PAUMJB,De novo AML,EAS
PAWVUA,De novo AML,AMR
PAUIRJ,De novo AML,AFR
PAYINT,DS-AML,EUR
PAXLGI,DS-AML,CSA
PAUWYZ,De novo AML,EUR
PAVSCL,De novo AML,EUR
PAXVDP,DS-AML,AFR
PAWNIK,De novo AML,EUR
PAUJCF,De novo AML,EUR
PAWYNR,De novo AML,EUR
PAVWBB,De novo AML,AMR
PAVLDU,De novo AML,EUR
PAXBAP,De novo AML,EUR
PAVPMH,De novo AML,EUR
PAVMCA,De novo AML,EUR
PAXJPP,De novo AML,EUR
PAXJXC,De novo AML,AMR
PAVNGY,De novo AML,EUR
PAXKZN,De novo AML,EUR
PAXFIG,De novo AML,EUR
PAXMGU,De novo AML,EUR
PAXEEY,De novo AML,EUR
PAVIDD,De novo AML,EUR
PAVALK,De novo AML,EUR
PAVIXV,De novo AML,EUR
PAWVBV,De novo AML,CSA
PAVXCF,De novo AML,EUR
PAWZUZ,De novo AML,CSA
PAVFEM,De novo AML,EUR
PAVPJM,De novo AML,EUR
PAWTGF,De novo AML,EUR
PAWITY,De novo AML,EUR
PAWENM,De novo AML,AMR
PAUNTD,De novo AML,EUR
PAWVNC,De novo AML,EUR
PAUPNN,De novo AML,EUR
PAVPZJ,De novo AML,EUR
PAVKAH,De novo AML,EUR
PAUUMZ,De novo AML,EUR
PAVKMI,De novo AML,EUR
PAXZJT,DS-AML,AMR
PAWWWU,De novo AML,AFR
PAUSTM,De novo AML,EAS
PAUMAD,De novo AML,AFR
PAXBLJ,De novo AML,AFR
PAVSLI,De novo AML,EUR
PAWXIA,De novo AML,AFR
PAWBSE,De novo AML,EUR
PAVXLY,De novo AML,EUR
PAVEMX,De novo AML,EUR
PAWNMU,De novo AML,EUR
PAXMPW,De novo AML,EUR
PAYEDK,DS-AML,EAS
PAVANT,De novo AML,EUR
PAXALR,De novo AML,EUR
PAVYLW,De novo AML,EUR
PAYBGW,DS-AML,EUR
PAUPPD,De novo AML,AMR
PAXIIP,De novo AML,EUR
PAUNVJ,De novo AML,AMR
PAVUAD,De novo AML,EUR
PAWDBB,De novo AML,EUR
PAVMFT,De novo AML,EUR
PAYFBR,DS-AML,EUR
PAVBAY,De novo AML,AMR
PAVTIP,De novo AML,EAS
PAWLAJ,De novo AML,EUR
PAUXNH,De novo AML,EUR
PAWRVC,De novo AML,EUR
PAWFIZ,De novo AML,EUR
PAWFTV,De novo AML,EUR
PAYLHE,TAM,EUR
PAVYVR,De novo AML,EUR
PAXIFA,De novo AML,EUR
PAUHFI,De novo AML,AFR
PAXISV,De novo AML,CSA
PAVCZF,De novo AML,AFR
PAWHHS,TAM,EUR
PAYDIX,TAM,EAS
PAXEES,De novo AML,EUR
PAWWCW,De novo AML,EUR
PAVEEI,De novo AML,EUR
PAWGCP,De novo AML,EUR
PAVCNG,De novo AML,EUR
PAXYHY,DS-AML,AFR
PAYHGG,DS-AML,EUR
PAXTMN,De novo AML,EUR
PAWMLA,De novo AML,EUR
PAWXSL,De novo AML,EUR
PAVUPX,De novo AML,EUR
PAWHUX,De novo AML,EUR
PAVMES,De novo AML,EUR
PAUZRY,De novo AML,EUR
PAVBVA,De novo AML,EUR
PAYATF,DS-AML,EUR
PAUUKK,De novo AML,EUR
PAURJZ,De novo AML,EUR
PAVZTK,DS-AML,AFR
PAUVER,De novo AML,EUR
PAUXAT,TAM,EUR
PAWTEI,De novo AML,AMR
PAUNBR,De novo AML,EAS
PAVINA,De novo AML,EUR
PAUUTI,De novo AML,EUR
PAYDXU,TAM,EUR
PAXGPE,De novo AML,AMR
PAVTFI,De novo AML,AMR
PAWNSL,De novo AML,AMR
PAWFFJ,De novo AML,AFR
PAWNIX,De novo AML,EUR
PAWUCG,De novo AML,EUR
PAUKEZ,De novo AML,EUR
PAVWJY,De novo AML,AFR
PAYACG,DS-AML,EUR
PAXHGR,De novo AML,EUR
PAUIRS,TAM,EUR
PAXPNK,DS-AML,EUR
PAWRUF,De novo AML,EUR
PAVJIT,De novo AML,EUR
PAXDEG,De novo AML,AMR
PAVNBL,De novo AML,EUR
PAWVCG,De novo AML,EUR
PAYCPS,De novo AML,EUR
PAYGXU,De novo AML,EUR
PAVWZV,De novo AML,EUR
PAXSZD,De novo AML,EAS
PAXGPF,De novo AML,AMR
PAVTDU,De novo AML,EUR
PAUSBK,De novo AML,EUR
PAWLFB,De novo AML,EUR
PAXLHS,De novo AML,AFR
PAWCCR,De novo AML,CSA
PAWSRG,De novo AML,AFR
PAUVPP,De novo AML,AFR
PAWGSX,De novo AML,EUR
PAWTKY,De novo AML,EUR
PAVANX,De novo AML,EUR
PAWAMF,De novo AML,EUR
PAYLLP,De novo AML,EUR
PAYGDY,DS-AML,EUR
PAWMNN,De novo AML,EUR
PAWVNP,De novo AML,EUR
PAUVWV,De novo AML,EUR
PAWHML,De novo AML,EUR
PAVSYK,De novo AML,EUR
PAWEFT,De novo AML,EUR
PAYALA,DS-AML,AFR
PAUWDN,TAM,CSA
PAWIUS,De novo AML,EUR
PAWANV,De novo AML,EUR
PAXGVS,De novo AML,EUR
PAXYDU,DS-AML,AMR
PAUTYK,De novo AML,EAS
PAXBAZ,De novo AML,EUR
PAWNYX,De novo AML,AFR
PAWVVR,De novo AML,EUR
PAVYNF,De novo AML,AMR
PAXPLA,TAM,EUR
PAWRSI,De novo AML,EUR
PAWWRG,De novo AML,AMR
PAYRZK,DS-AML,EUR
PAWVPZ,De novo AML,AMR
PAUZPD,De novo AML,EUR
PAXEWG,De novo AML,EUR
PAWDIN,TAM,AMR
PAULNJ,De novo AML,AMR
PAWNPU,De novo AML,EUR
PAUYIB,De novo AML,AMR
PAWVUX,De novo AML,EUR
PAUHXN,De novo AML,AFR
PAWHSD,DS-AML,EUR
PAWKRF,De novo AML,EUR
PAVDZK,De novo AML,EUR
PAVELT,De novo AML,EUR
PAVFHK,De novo AML,EUR
PAWXSX,De novo AML,EAS
PAUZGV,De novo AML,AMR
PAXMNR,De novo AML,EUR
PAYIYR,DS-AML,EUR
PAXLMN,De novo AML,EUR
PAYNWY,DS-AML,AFR
PAXISI,De novo AML,EUR
PAXKTY,De novo AML,EUR
PAWYJH,De novo AML,EUR
PAYJHS,TAM,EUR
PAWRPX,De novo AML,EUR
PAXKAX,De novo AML,EUR
PAXJSM,De novo AML,EUR
PAVPUY,De novo AML,EUR
PAWZWN,De novo AML,EUR
PAXKWG,De novo AML,EUR
PAVPIU,De novo AML,EUR
PAVPLI,De novo AML,EAS
PAXFEX,De novo AML,EUR
PAXJVE,De novo AML,EUR
PASTZP,T-ALL,EUR
PAUWNK,T-ALL,EUR
PAVBAW,T-ALL,AFR
PAVLPG,T-ALL,AFR
PAVLCX,T-ALL,AMR
PAUSPD,T-ALL,AMR
PASXUU,T-ALL,EUR
PAVXUW,T-ALL,AFR
PAVNTB,T-ALL,EAS
PASLBB,T-ALL,EUR
PAVAJG,T-ALL,EUR
PAWJYN,T-ALL,CSA
PARXBJ,T-ALL,AMR
PAWHRW,T-ALL,EUR
PARVDS,T-ALL,EUR
PASUDN,T-ALL,AFR
PAUIMK,T-ALL,EUR
PAULMU,T-ALL,CSA
PAWDXE,T-ALL,EUR
PAWAIH,T-ALL,EUR
PAVJVV,T-ALL,AMR
PAUWMZ,T-ALL,EUR
PARXDJ,T-ALL,EUR
PAWIRN,T-ALL,EUR
PATUDM,T-ALL,EUR
PAVPCZ,T-ALL,AFR
PASVLD,T-ALL,AFR
PASTDU,T-ALL,AMR
PAUBDM,T-ALL,EUR
PAUVFE,T-ALL,EUR
PAUZZA,T-ALL,AMR
PAWJDS,T-ALL,AFR
PAWANS,T-ALL,EAS
PARWLP,T-ALL,EUR
PATLWX,T-ALL,AMR
PATLMA,T-ALL,EAS
PATATZ,T-ALL,AMR
PAUUYI,T-ALL,AMR
PAWIRJ,T-ALL,EUR
PAVPLN,T-ALL,EUR
PAVFSN,T-ALL,EUR
PARWTC,T-ALL,EUR
PAUKIZ,T-ALL,EUR
PATADU,T-ALL,EUR
PAWAII,T-ALL,EUR
PAUAKN,T-ALL,EUR
PAVXWR,T-ALL,EUR
PATLNS,T-ALL,AFR
PAVPEN,T-ALL,EUR
PAVLLU,T-ALL,EUR
PARLDJ,T-ALL,EUR
PASLXY,T-ALL,CSA
PAVKVL,T-ALL,EUR
PAWGHK,T-ALL,EUR
PASYVU,T-ALL,EUR
PATAIE,T-ALL,EUR
PAWJKX,T-ALL,EUR
PAVBPR,T-ALL,EUR
PAREDN,T-ALL,EUR
PAUIBA,T-ALL,EUR
PAURVK,T-ALL,AFR
PAUFZC,T-ALL,EUR
PAVUTN,T-ALL,EUR
PARJNX,T-ALL,AFR
PAUCFA,T-ALL,EUR
PARWDH,T-ALL,AFR
PAUCWP,T-ALL,EUR
PAVAIR,T-ALL,EUR
PAVBTH,T-ALL,EUR
PAUSDW,T-ALL,EUR
PAVARZ,T-ALL,EUR
PAUEZV,T-ALL,EAS
PATIBE,T-ALL,AFR
PAUIEM,T-ALL,AFR
PATBPY,T-ALL,EAS
PATAHP,T-ALL,EUR
PAUKWJ,T-ALL,AMR
PAUPTX,T-ALL,EUR
PAVSZX,T-ALL,EUR
PAUIVD,T-ALL,EUR
PAUCIZ,T-ALL,EUR
PAUPFF,T-ALL,EUR
PAVNSM,T-ALL,EUR
PAWBGD,T-ALL,EAS
PASKCL,T-ALL,EUR
PARIHY,T-ALL,AFR
PAUISV,T-ALL,AFR
PAWJJL,T-ALL,EAS
PAUZGD,T-ALL,AFR
PAWLGM,T-ALL,EUR
PASXUC,T-ALL,EAS
PAVXBS,T-ALL,EUR
PASKTG,T-ALL,EUR
PAVHGX,T-ALL,EUR
PAUBBN,T-ALL,AFR
PAVVVK,T-ALL,AMR
PAVVVF,T-ALL,CSA
PAUIDF,T-ALL,AMR
PATSIZ,T-ALL,EUR
PAVJLJ,T-ALL,EUR
PAUBRD,T-ALL,EUR
PAVFYD,T-ALL,EUR
PAVYFZ,T-ALL,AMR
PAUUXR,T-ALL,EUR
PAUITE,T-ALL,EUR
PAWARP,T-ALL,EUR
PAUYJE,T-ALL,EUR
PATLLH,T-ALL,AFR
PAUIFA,T-ALL,EUR
PATAYT,T-ALL,EUR
PAVFRT,T-ALL,EUR
PAUBCB,T-ALL,EUR
PATFXN,T-ALL,EUR
PASUAI,T-ALL,EUR
PAVHBC,T-ALL,EUR
PAUJVC,T-ALL,AFR
PARMKM,T-ALL,EUR
PARXFY,T-ALL,EUR
PAVBCW,T-ALL,EUR
PASFHR,T-ALL,EUR
PASZJW,T-ALL,EUR
PAUELB,T-ALL,EUR
PARVSC,T-ALL,EUR
PAWGTW,T-ALL,EAS
PAVZAV,T-ALL,EUR
PARRJR,T-ALL,EUR
PAVCDB,T-ALL,EUR
PASYKT,T-ALL,EUR
PAUPJB,T-ALL,AMR
PASRPV,T-ALL,EUR
PARNEH,T-ALL,EUR
PARXAH,T-ALL,EUR
PATMCX,T-ALL,EUR
PAUJXZ,T-ALL,AFR
PATIWP,T-ALL,EUR
PATZVD,T-ALL,AFR
PAUBTC,T-ALL,AMR
PATALF,T-ALL,EUR
PARHBT,T-ALL,EUR
PATXKW,T-ALL,EUR
PAWJDA,T-ALL,EUR
PAUTJL,T-ALL,EAS
PATXSD,T-ALL,EUR
PAWJVJ,T-ALL,EUR
PAUUBG,T-ALL,EUR
PAUGEP,T-ALL,EUR
PAWLMP,T-ALL,EAS
PAWJVB,T-ALL,EUR
PAVLFA,T-ALL,EUR
PAVZTC,T-ALL,AMR
PAVJJK,T-ALL,EUR
PASZIY,T-ALL,AMR
PAWCXD,T-ALL,AFR
PATYWV,T-ALL,EUR
PATETG,T-ALL,EUR
PAWHPE,T-ALL,EUR
PATFJP,T-ALL,EUR
PAVWDR,T-ALL,AFR
PASZTU,T-ALL,AFR
PASPBU,T-ALL,EUR
PATIFA,T-ALL,AFR
PAVGMF,T-ALL,AFR
PARPYK,T-ALL,CSA
PASKRN,T-ALL,EUR
PAUPEZ,T-ALL,AFR
PARLHD,T-ALL,EUR
PAUJSH,T-ALL,AFR
PATSIL,T-ALL,EUR
PAVAVU,T-ALL,EUR
PATCEL,T-ALL,AFR
PATZXK,T-ALL,EUR
PARGPS,T-ALL,EUR
PAUCFC,T-ALL,EUR
PAWLCA,T-ALL,AMR
PAVSHE,T-ALL,EUR
PARMCL,T-ALL,AMR
PASWNU,T-ALL,EUR
PATWJU,T-ALL,EUR
PAUUIK,T-ALL,EUR
PATSCP,T-ALL,EUR
PASTLR,T-ALL,AMR
PAUUTU,T-ALL,AFR
PASWXB,T-ALL,EUR
PATMIL,T-ALL,EUR
PAVMBP,T-ALL,EUR
PASUIN,T-ALL,EAS
PASPLG,T-ALL,AFR
PAVXBD,T-ALL,AMR
PAWKPT,T-ALL,EUR
PAUJNY,T-ALL,EUR
PATKVD,T-ALL,EUR
PAWAMD,T-ALL,EUR
PAVWMN,T-ALL,EUR
PAWDXJ,T-ALL,EUR
PATKLW,T-ALL,AFR
PATKGP,T-ALL,AMR
PAUPKL,T-ALL,AFR
PAUWRG,T-ALL,EAS
PAUGLY,T-ALL,EUR
PAVBEJ,T-ALL,EUR
PASXUL,T-ALL,AMR
PAWHGU,T-ALL,EUR
PASHNK,T-ALL,EUR
PAVCRF,T-ALL,EUR
PAUSEY,T-ALL,EUR
PAVKUU,T-ALL,EUR
PATBVS,T-ALL,EUR
PATXTC,T-ALL,EUR
PATPXS,T-ALL,AMR
PAVRAW,T-ALL,EUR
PAURFC,T-ALL,EUR
PAWBKA,T-ALL,EUR
PAWKZX,T-ALL,AMR
PATRNA,T-ALL,EUR
PATSRU,T-ALL,EUR
PATGYH,T-ALL,AFR
PAUAXI,T-ALL,EUR
PAVZXK,T-ALL,EUR
PAUBLL,T-ALL,AFR
PAUBPY,T-ALL,AMR
PAUGDZ,T-ALL,EUR
PATWIJ,T-ALL,AMR
PAVUFK,T-ALL,AMR
PATDMN,T-ALL,AMR
PAUPXU,T-ALL,EUR
PAWHHA,T-ALL,AMR
PATRKV,T-ALL,AMR
PARGFM,T-ALL,EUR
PATZSL,T-ALL,EAS
PAUZDC,T-ALL,AFR
PAVVDS,T-ALL,EUR
PAVJWE,T-ALL,EUR
PAUTEF,T-ALL,EUR
PAUSNZ,T-ALL,AFR
PAWGCK,T-ALL,AMR
PAUXYI,T-ALL,EUR
PASYKJ,T-ALL,EUR
PAUWUY,T-ALL,AFR
PAVFAK,T-ALL,EUR
PAUXRM,T-ALL,EAS
PAVAPE,T-ALL,EUR
PARIFC,T-ALL,EUR
PATGLV,T-ALL,AMR
PAUCAS,T-ALL,EUR
PAVRLJ,T-ALL,EUR
PAVBDL,T-ALL,AFR
PAVSYX,T-ALL,EUR
PASXFB,T-ALL,EUR
PATFCV,T-ALL,EUR
PATLZK,T-ALL,EUR
PATKTY,T-ALL,AFR
PAWGXI,T-ALL,EUR
PASRNF,T-ALL,AMR
PAVGXH,T-ALL,MID
PATJXW,T-ALL,EUR
PAVYSR,T-ALL,EUR
PAVMNW,T-ALL,AMR
PAVHAV,T-ALL,EUR
PARYGJ,T-ALL,EUR
PASTLI,T-ALL,EUR
PAWIPA,T-ALL,EUR
PAWHXB,T-ALL,AMR
PARVHY,T-ALL,EUR
PAWIIZ,T-ALL,EUR
PARJPB,T-ALL,AFR
PARMGT,T-ALL,AFR
PAWAKA,T-ALL,EUR
PARNIK,T-ALL,EUR
PARXMV,T-ALL,EUR
PAUWXI,T-ALL,EUR
PAVTAT,T-ALL,CSA
PATTAC,T-ALL,AFR
PAVLUP,T-ALL,EUR
PAVRWC,T-ALL,EUR
PATEMI,T-ALL,AMR
PATRHL,T-ALL,EUR
PATEHZ,T-ALL,EUR
PASNNJ,T-ALL,EUR
PAVCHZ,T-ALL,AFR
PASSFA,T-ALL,EUR
PAUFGV,T-ALL,EAS
PATLAC,T-ALL,EUR
PAUHWY,T-ALL,AFR
PAUYFW,T-ALL,EUR
PARPCK,T-ALL,EUR
PATJRX,T-ALL,EUR
PASJLN,T-ALL,EUR
PATWNL,T-ALL,EUR
PATZWA,T-ALL,AFR
PATNYN,T-ALL,EUR
PAWAWJ,T-ALL,EUR
PASWSR,T-ALL,EUR
PAVKJM,T-ALL,EUR
PASKAD,T-ALL,EUR
PAVESF,T-ALL,EUR
PAUYWL,T-ALL,EUR
PAVKJU,T-ALL,EUR
PAVHNX,T-ALL,EUR
PAWFLB,T-ALL,EUR
PAUUAV,T-ALL,EUR
PAUPLV,T-ALL,EUR
PAVWDF,T-ALL,AMR
PAVUFU,T-ALL,EUR
PAVKWV,T-ALL,AFR
PASGFH,T-ALL,AFR
PAWJWT,T-ALL,EUR
PAVSYI,T-ALL,EUR
PAWFRE,T-ALL,EUR
PAWIBU,T-ALL,EUR
PAUJYG,T-ALL,EUR
PASSGL,T-ALL,EUR
PATGMJ,T-ALL,AFR
PAWIPY,T-ALL,EUR
PAWLSN,T-ALL,CSA
PATFMG,T-ALL,EUR
PARFIH,T-ALL,EUR
PATRNH,T-ALL,AFR
PAUTKK,T-ALL,EUR
PASVIN,T-ALL,EUR
PAVNFU,T-ALL,EUR
PAUNXN,T-ALL,AFR
PAVMPT,T-ALL,AFR
PAUEIL,T-ALL,EUR
PAUVYF,T-ALL,EUR
PASHPD,T-ALL,EUR
PATMVH,T-ALL,EUR
PATVTZ,T-ALL,EUR
PARXCZ,T-ALL,EUR
PASHZK,T-ALL,EUR
PAVAXI,T-ALL,AFR
PAUHYI,T-ALL,EUR
PASYNX,T-ALL,CSA
PASYWF,T-ALL,EUR
PAWAIM,T-ALL,AMR
PAUGLK,T-ALL,CSA
PAWIIR,T-ALL,AFR
PAWIPN,T-ALL,EAS
PAURLU,T-ALL,EUR
PAVGUP,T-ALL,AMR
PASXLT,T-ALL,EUR
PASVWH,T-ALL,EUR
PATLUU,T-ALL,EUR
PAVFIC,T-ALL,AFR
PAVKLI,T-ALL,AFR
PAUHHF,T-ALL,AMR
PASXAY,T-ALL,AFR
PAVFLN,T-ALL,EUR
PAUCCG,T-ALL,EUR
PATSDS,T-ALL,EUR
PARVMR,T-ALL,EUR
PAVFWD,T-ALL,EUR
PAVCRK,T-ALL,EAS
PAVRUD,T-ALL,AFR
PATDRC,T-ALL,EUR
PAVRXK,T-ALL,EAS
PAUGBG,T-ALL,EUR
PARJAY,T-ALL,AMR
PATCZN,T-ALL,AMR
PAUGEJ,T-ALL,EUR
PAUGDT,T-ALL,EUR
PAUAMR,T-ALL,AMR
PAVFIF,T-ALL,AMR
PASGKL,T-ALL,EUR
PAUHPC,T-ALL,EUR
PATJBC,T-ALL,EUR
PAWCWL,T-ALL,AFR
PAUNZI,T-ALL,AFR
PAUZHK,T-ALL,EUR
PASRAF,T-ALL,EUR
PATITY,T-ALL,EUR
PAWJKL,T-ALL,EUR
PAVCUG,T-ALL,EUR
PASRUK,T-ALL,AMR
PAVNDL,T-ALL,CSA
PAVAGE,T-ALL,EUR
PASVVA,T-ALL,EUR
PATXSK,T-ALL,EUR
PAURGS,T-ALL,AFR
PARUKW,T-ALL,AMR
PATFYZ,T-ALL,EUR
PAWKNV,T-ALL,EUR
PAWLYX,T-ALL,EUR
PAVWUJ,T-ALL,AMR
PASYSM,T-ALL,EUR
PASWBV,T-ALL,AMR
PARWTI,T-ALL,AMR
PAWIMC,T-ALL,EUR
PAVVZW,T-ALL,EUR
PASHIL,T-ALL,EUR
PAWAYT,T-ALL,EUR
PAVESV,T-ALL,AFR
PATFAD,T-ALL,EUR
PASJHT,T-ALL,EAS
PAUVWZ,T-ALL,EAS
PASRSP,T-ALL,EUR
PAULRC,T-ALL,EUR
PASZAZ,T-ALL,EUR
PAWKYL,T-ALL,AFR
PAUSTY,T-ALL,EUR
PAUDVG,T-ALL,AMR
PAVCMP,T-ALL,AFR
PAUMDM,T-ALL,AFR
PATALJ,T-ALL,AFR
PASXVR,T-ALL,EUR
PAUIFR,T-ALL,EUR
PASUHS,T-ALL,EUR
PATHJF,T-ALL,EUR
PAUKZJ,T-ALL,AFR
PASLAB,T-ALL,EUR
PARVEI,T-ALL,EUR
PAUUAL,T-ALL,AFR
PAWAEM,T-ALL,EUR
PATPWF,T-ALL,EAS
PAUGAP,T-ALL,EUR
PASIIY,T-ALL,EUR
PAVYCT,T-ALL,AMR
PATRJL,T-ALL,EUR
PAVEUZ,T-ALL,EUR
PARBTF,T-ALL,AFR
PAWKZZ,T-ALL,EUR
PASYCN,T-ALL,EUR
PAUMXB,T-ALL,EUR
PAWGYU,T-ALL,EAS
PATVNY,T-ALL,EUR
PAWFNJ,T-ALL,AMR
PATCTL,T-ALL,AMR
PAUTZR,T-ALL,AFR
PAUMAV,T-ALL,EUR
PAURVF,T-ALL,EUR
PAVNBS,T-ALL,EUR
PARUCV,T-ALL,CSA
PATFWZ,T-ALL,EUR
PAWGXT,T-ALL,EUR
PAUEUC,T-ALL,AFR
PAVSXU,T-ALL,EUR
PAUIAW,T-ALL,AMR
PAWGWD,T-ALL,AMR
PAUIXW,T-ALL,EUR
PAVDMR,T-ALL,EUR
PAUGFN,T-ALL,EUR
PAWJJC,T-ALL,EUR
PAWIEX,T-ALL,CSA
PAVMKN,T-ALL,EUR
PAWEGE,T-ALL,EUR
PASVYP,T-ALL,AMR
PAWIDD,T-ALL,AFR
PASPDL,T-ALL,EUR
PAUPUI,T-ALL,AMR
PARTPW,T-ALL,EAS
PAVNWI,T-ALL,EUR
PAWBEE,T-ALL,EUR
PAWEEC,T-ALL,EUR
PARYMD,T-ALL,EUR
PATUWK,T-ALL,EUR
PAVBLJ,T-ALL,EAS
PATCGT,T-ALL,AFR
PATLHS,T-ALL,EUR
PAUZHX,T-ALL,EUR
PAVHBL,T-ALL,EUR
PASZPP,T-ALL,EUR
PARJPL,T-ALL,EUR
PAVNGZ,T-ALL,EUR
PAVUGS,T-ALL,EUR
PATRFD,T-ALL,AMR
PAVWWF,T-ALL,EAS
PARMSF,T-ALL,EUR
PAVLMY,T-ALL,AFR
PAUKBE,T-ALL,EUR
PAWGDG,T-ALL,AMR
PATDGZ,T-ALL,EUR
PAVSMR,T-ALL,EUR
PAVDFB,T-ALL,AMR
PATKKV,T-ALL,MID
PAWKLD,T-ALL,EUR
PAUGPY,T-ALL,EUR
PAUEXN,T-ALL,EUR
PAWGWC,T-ALL,EUR
PATDDZ,T-ALL,EUR
PAWEND,T-ALL,EUR
PASXAL,T-ALL,AMR
PAUAIZ,T-ALL,EUR
PASSZA,T-ALL,EUR
PASKXA,T-ALL,AFR
PASWYU,T-ALL,EUR
PATTIG,T-ALL,AFR
PATHRF,T-ALL,EUR
PASMHF,T-ALL,AMR
PAUJDN,T-ALL,EUR
PAUASK,T-ALL,EUR
PATMRE,T-ALL,AFR
PATGVD,T-ALL,EUR
PAVJNX,T-ALL,EUR
PAVHAA,T-ALL,EUR
PARGDC,T-ALL,EUR
PAVBIK,T-ALL,EUR
PATTHM,T-ALL,AFR
PARSLA,T-ALL,EUR
PAUEJV,T-ALL,EUR
PAVPYX,T-ALL,AFR
PATJCZ,T-ALL,EUR
PATFVG,T-ALL,EUR
PAWDMI,T-ALL,AMR
PAWKXN,T-ALL,AFR
PAUHRP,T-ALL,AFR
PAVPLD,T-ALL,AMR
PAWEIP,T-ALL,EUR
PAWDSJ,T-ALL,EUR
PAWKSC,T-ALL,AMR
PASKWG,T-ALL,EUR
PASWZJ,T-ALL,AFR
PATKNX,T-ALL,EUR
PAUVUJ,T-ALL,EUR
PASFLK,T-ALL,AMR
PAVBFC,T-ALL,EUR
PATGVX,T-ALL,EUR
PAVLLL,T-ALL,EUR
PAVJBF,T-ALL,AMR
PAUHTB,T-ALL,EUR
PATBRV,T-ALL,EUR
PARIZN,T-ALL,EUR
PATCGN,T-ALL,EUR
PATGKE,T-ALL,EUR
PASKGG,T-ALL,AMR
PAUIPF,T-ALL,EAS
PATFJD,T-ALL,EUR
PATKHZ,T-ALL,EUR
PATHSV,T-ALL,EUR
PARNPX,T-ALL,AFR
